t,0_y0,0_x0,0_s0,0_y1,0_x1,0_s1,0_y2,0_x2,0_s2,0_y3,0_x3,0_s3,0_y4,0_x4,0_s4,0_y5,0_x5,0_s5,0_y6,0_x6,0_s6,0_y7,0_x7,0_s7,0_y8,0_x8,0_s8,0_y9,0_x9,0_s9,0_y10,0_x10,0_s10,0_y11,0_x11,0_s11,0_y12,0_x12,0_s12,0_y13,0_x13,0_s13,0_y14,0_x14,0_s14,0_y15,0_x15,0_s15,0_y16,0_x16,0_s16
0.49456143379211426,0.38920975,0.48954502,0.803623,0.38000506,0.49671903,0.88898647,0.37857342,0.48230538,0.82010984,0.39336872,0.5036785,0.8398936,0.39211386,0.47194204,0.904271,0.44565576,0.5217169,0.88785475,0.44424063,0.45095825,0.9406109,0.44429636,0.56295806,0.71006143,0.44449064,0.4067319,0.75692135,0.4377088,0.6135251,0.7543942,0.4389388,0.3603182,0.8813689,0.6069863,0.50045633,0.94824785,0.6054015,0.46069533,0.95925057,0.7408117,0.50356,0.87518495,0.7358021,0.45179343,0.9669661,0.8425491,0.50643724,0.8951107,0.8386962,0.44587708,0.92519635
0.6004929542541504,0.38908526,0.4894673,0.79762965,0.3795188,0.49656296,0.8887337,0.37848577,0.48226425,0.82010734,0.39272425,0.50356287,0.85480314,0.3919495,0.47196552,0.9071787,0.4446646,0.5223672,0.8916463,0.44406328,0.45088384,0.9379768,0.44451565,0.5642604,0.71058625,0.44428334,0.40656295,0.7575908,0.4373256,0.61425567,0.7191843,0.43847224,0.36013454,0.89270055,0.6066292,0.5003812,0.9493999,0.6053019,0.46079072,0.95780385,0.7401225,0.50353605,0.8745629,0.73502845,0.45192757,0.9676087,0.84255016,0.506405,0.89483726,0.83961546,0.44584838,0.9211817
0.647634744644165,0.38870853,0.4896249,0.79405516,0.37899548,0.49639568,0.8807718,0.37841362,0.48221254,0.8308055,0.39207727,0.50322336,0.86253184,0.3926993,0.4720213,0.9048555,0.44508582,0.52228594,0.895188,0.44421172,0.4507702,0.9367765,0.4442265,0.5637437,0.70533365,0.44438934,0.40658045,0.7502682,0.43711567,0.61415595,0.7311243,0.43855947,0.3601455,0.8949314,0.60681176,0.500397,0.94956553,0.60538673,0.460769,0.9593662,0.7401182,0.50355685,0.86602044,0.73528075,0.45197558,0.9672592,0.8425076,0.50632447,0.89001846,0.8395369,0.44579992,0.9144273
0.7078349590301514,0.3884828,0.48947307,0.7708121,0.37861276,0.4961482,0.8606401,0.37828374,0.48184758,0.7789111,0.39185053,0.50345767,0.86842614,0.39323828,0.47187215,0.89492613,0.4455309,0.52246875,0.90403384,0.4446646,0.4508597,0.93598956,0.4427832,0.5648654,0.7195557,0.44529498,0.40655547,0.7386538,0.43656123,0.6137902,0.7743258,0.43937588,0.36021444,0.8791719,0.607469,0.500394,0.9481349,0.6059639,0.46071085,0.9607967,0.7408904,0.50352603,0.8666897,0.7354715,0.4519731,0.96941197,0.8426847,0.50633395,0.8881112,0.83925456,0.44587484,0.9131939
0.7643203735351562,0.38845032,0.48961407,0.7749617,0.37860593,0.49621543,0.86758596,0.378197,0.48198375,0.78298825,0.39171037,0.5032048,0.8678477,0.39304912,0.4717966,0.8949347,0.44539028,0.522397,0.9017566,0.44447872,0.45080662,0.9374213,0.44203457,0.56566983,0.7063517,0.44587013,0.40641212,0.7340793,0.43566394,0.6139791,0.7763059,0.43929374,0.3600822,0.87438554,0.607262,0.500465,0.9490017,0.6058627,0.46077332,0.95973253,0.7409221,0.50350904,0.8673165,0.73553455,0.45195174,0.96482205,0.8426141,0.5063614,0.87934977,0.8393686,0.44588453,0.90957254
0.8091685771942139,0.38844168,0.48970866,0.76210827,0.37894282,0.49626526,0.8668898,0.37831908,0.48206574,0.7693967,0.3918979,0.5031405,0.8687955,0.3929627,0.4715712,0.89154565,0.44531596,0.52200943,0.9015429,0.44404083,0.4509041,0.9432525,0.4416296,0.56470114,0.697652,0.4473965,0.40654722,0.747835,0.43526655,0.61369044,0.79562765,0.43873113,0.36046776,0.86817664,0.60604835,0.5003683,0.9449544,0.60472053,0.46068636,0.9572449,0.74070287,0.50346494,0.8735378,0.7355854,0.45206878,0.9686572,0.84269154,0.5063662,0.8924996,0.8393604,0.44584832,0.9042826
0.8542096614837646,0.38796863,0.48958832,0.74379486,0.37873542,0.49626264,0.85645264,0.3778633,0.48187348,0.7356365,0.392349,0.5032182,0.86967224,0.3928876,0.47123837,0.8919796,0.44541764,0.52195406,0.905011,0.44379124,0.45079723,0.94262564,0.44143993,0.56458527,0.6940454,0.44741917,0.40652567,0.7455765,0.435237,0.61393774,0.78536105,0.4403089,0.36040226,0.8869062,0.60560477,0.50041634,0.9440448,0.6045511,0.46068093,0.9556439,0.740258,0.50376815,0.8776894,0.7351041,0.45211282,0.9677537,0.8432297,0.5063409,0.9059501,0.83958685,0.4458762,0.90838134
0.9032001495361328,0.38774776,0.4892597,0.7189133,0.378492,0.49588105,0.83285993,0.3778041,0.48159572,0.70791584,0.39193904,0.5030213,0.8770131,0.39293396,0.4711844,0.8948823,0.444983,0.5218929,0.91226095,0.44398636,0.45074376,0.94206566,0.44070226,0.5639014,0.70555454,0.4474767,0.40626702,0.7570301,0.4351121,0.6131477,0.8094619,0.44067705,0.36028245,0.8889713,0.6050083,0.50069994,0.94523114,0.6041261,0.4606776,0.95263124,0.73997897,0.5037929,0.87507015,0.73653936,0.45216027,0.9685604,0.8433932,0.50630385,0.9099788,0.8402902,0.44585225,0.9063401
0.9577951431274414,0.38782126,0.48835155,0.6852134,0.37841043,0.4951365,0.7787572,0.37827772,0.48048407,0.6992784,0.3918714,0.5029354,0.87526554,0.39277574,0.47106186,0.89558214,0.44457027,0.5220942,0.9149833,0.44443664,0.4505228,0.9382896,0.4405682,0.5647463,0.7049908,0.44714075,0.4053131,0.7999931,0.43471766,0.613635,0.80562896,0.44039485,0.35929382,0.88827354,0.60526425,0.50074226,0.9463517,0.6041522,0.46076718,0.9506375,0.74005485,0.503803,0.87176234,0.7368667,0.45210084,0.9686505,0.84319276,0.50630355,0.891129,0.8403115,0.4458358,0.90541947
1.0082786083221436,0.3875296,0.48757464,0.64773476,0.37844723,0.49415302,0.6916173,0.37818608,0.47977003,0.7714569,0.39224946,0.50261,0.8719793,0.3930502,0.47104484,0.8936402,0.44467127,0.5221411,0.9128739,0.44452506,0.45069942,0.9402334,0.44023094,0.5645289,0.7131832,0.44733346,0.4067323,0.79893655,0.4345739,0.6139957,0.7885292,0.44094503,0.35891923,0.89774966,0.6054498,0.50105155,0.9471177,0.60461533,0.46083054,0.9518972,0.7399151,0.50385326,0.8661907,0.7380209,0.45213896,0.9686018,0.84311527,0.5063104,0.8876176,0.84053063,0.4458486,0.906409
