t,0_y0,0_x0,0_s0,0_y1,0_x1,0_s1,0_y2,0_x2,0_s2,0_y3,0_x3,0_s3,0_y4,0_x4,0_s4,0_y5,0_x5,0_s5,0_y6,0_x6,0_s6,0_y7,0_x7,0_s7,0_y8,0_x8,0_s8,0_y9,0_x9,0_s9,0_y10,0_x10,0_s10,0_y11,0_x11,0_s11,0_y12,0_x12,0_s12,0_y13,0_x13,0_s13,0_y14,0_x14,0_s14,0_y15,0_x15,0_s15,0_y16,0_x16,0_s16,1_y0,1_x0,1_s0,1_y1,1_x1,1_s1,1_y2,1_x2,1_s2,1_y3,1_x3,1_s3,1_y4,1_x4,1_s4,1_y5,1_x5,1_s5,1_y6,1_x6,1_s6,1_y7,1_x7,1_s7,1_y8,1_x8,1_s8,1_y9,1_x9,1_s9,1_y10,1_x10,1_s10,1_y11,1_x11,1_s11,1_y12,1_x12,1_s12,1_y13,1_x13,1_s13,1_y14,1_x14,1_s14,1_y15,1_x15,1_s15,1_y16,1_x16,1_s16
1.860823631286621,0.3642636,0.31294402,0.6173371,0.354189,0.32093602,0.62582123,0.35460496,0.30549902,0.63828504,0.37075418,0.33082104,0.7631389,0.36919865,0.29679868,0.86138654,0.44239986,0.35046008,0.9183238,0.4421444,0.27372733,0.89072764,0.43215746,0.39587268,0.6657295,0.42870593,0.2238543,0.774089,0.4185372,0.44089404,0.79524624,0.41999376,0.18466473,0.8294318,0.6129633,0.33065963,0.9427303,0.61334586,0.28741607,0.9580082,0.748206,0.34281513,0.8614701,0.73996633,0.2718398,0.92268616,0.86122936,0.3500827,0.8846642,0.85725987,0.25963545,0.9171448,0.36418864,0.83558315,0.72415257,0.3539656,0.84406644,0.643124,0.35337624,0.827658,0.7590289,0.3713567,0.85295135,0.8454232,0.3709422,0.8171825,0.8758798,0.43974048,0.8718986,0.9292997,0.4402195,0.79436165,0.9069697,0.4272912,0.9156147,0.5481487,0.42955685,0.744666,0.6927925,0.41810882,0.96438545,0.7042931,0.4199315,0.7054095,0.8637137,0.6141314,0.8528561,0.9548757,0.61495507,0.80831206,0.972928,0.7515396,0.8647149,0.8871959,0.74365944,0.7920839,0.9505491,0.8633651,0.8720175,0.89004695,0.8624152,0.78050697,0.8671467
1.983483076095581,0.36419734,0.31288105,0.61778474,0.3550548,0.3206224,0.6235457,0.35450584,0.3053477,0.660879,0.37003535,0.33084378,0.76466703,0.3692765,0.2969333,0.86266583,0.44146645,0.3512074,0.92521447,0.4421665,0.2736504,0.89065546,0.43159112,0.39646465,0.6582143,0.42848736,0.2235591,0.7763891,0.41885948,0.44061413,0.79423004,0.41970307,0.18455234,0.8230147,0.61342865,0.33104813,0.94606334,0.6134883,0.28762156,0.9582485,0.7486881,0.3429472,0.8646354,0.7397996,0.2718568,0.92293173,0.86114,0.35006174,0.87787706,0.8572683,0.25962758,0.91495115,0.36390877,0.8353999,0.715693,0.3541407,0.84413475,0.6598475,0.35318595,0.8275917,0.7584144,0.37226218,0.8531771,0.83472383,0.37107044,0.81730795,0.86582863,0.43938705,0.8719347,0.9276626,0.440631,0.79473495,0.913814,0.42736754,0.91812414,0.5541818,0.42975017,0.747453,0.6997631,0.4181087,0.9642628,0.6977449,0.42026147,0.7057308,0.86050797,0.61461407,0.85316306,0.95524126,0.6153195,0.8084861,0.9749316,0.751414,0.86474735,0.88253194,0.74353683,0.7921259,0.9499499,0.863351,0.871987,0.88742757,0.8624217,0.78049326,0.8639606
2.1011557579040527,0.36356387,0.3129866,0.6485753,0.354544,0.3208975,0.64813316,0.35374913,0.3053477,0.6802271,0.37027952,0.33098316,0.7598538,0.36904526,0.29666767,0.8595406,0.44085333,0.3511896,0.92038375,0.44307083,0.2754502,0.90065527,0.43144378,0.3963077,0.66814876,0.42888796,0.22436233,0.78696114,0.41855258,0.44111106,0.8019735,0.42021167,0.18489963,0.8396627,0.6131271,0.3309557,0.94421864,0.61294043,0.2875161,0.96040297,0.74718046,0.34293714,0.8575161,0.73848224,0.2721252,0.9192365,0.86100334,0.35010096,0.8829121,0.8570479,0.25966445,0.91445214,0.36389554,0.83516914,0.7224376,0.3539753,0.84399456,0.6709383,0.3531341,0.82742596,0.76401037,0.37199396,0.853158,0.84356785,0.3709839,0.81728506,0.868156,0.43877798,0.8723232,0.92511284,0.44049722,0.7946753,0.91364765,0.42714602,0.9181884,0.553871,0.4305327,0.74457395,0.7156526,0.41766793,0.9645044,0.7211508,0.4197017,0.7046799,0.8803236,0.61440486,0.85332537,0.95273346,0.6152003,0.8085624,0.9754672,0.7506098,0.8647459,0.8747563,0.7431834,0.79243994,0.9522151,0.8632619,0.8719737,0.87981015,0.8623447,0.7805561,0.85330105
2.219825506210327,0.363589,0.3130413,0.65401953,0.35438824,0.32103452,0.6629056,0.353227,0.30549148,0.6847802,0.37025064,0.3310804,0.7660071,0.36829215,0.29669243,0.855338,0.4410175,0.35126325,0.9235076,0.44321436,0.27511194,0.8942551,0.4311839,0.39618656,0.64877844,0.4289939,0.22406118,0.7845857,0.41839522,0.44012624,0.79651445,0.42026457,0.1848229,0.8367955,0.6124431,0.3309406,0.93771863,0.61219025,0.28737372,0.96283627,0.74501866,0.34275708,0.8487317,0.73859924,0.2721425,0.92096263,0.8607928,0.3501182,0.88280296,0.8567784,0.25972873,0.914532,0.36390743,0.83501047,0.7342703,0.35381886,0.8438285,0.6683793,0.3528431,0.8273506,0.7793577,0.37185842,0.85294646,0.84733534,0.37031114,0.81719965,0.8778237,0.43905732,0.8723611,0.92890584,0.44126365,0.7946624,0.9172078,0.42696127,0.91748303,0.54357195,0.43082416,0.7443867,0.70595735,0.41787767,0.96407044,0.6938748,0.41971308,0.7043554,0.88791215,0.6142308,0.85337144,0.9511319,0.61512446,0.8085634,0.97497267,0.7506973,0.86469096,0.87632245,0.7429044,0.7925462,0.9506686,0.86338234,0.8720259,0.8847605,0.86219496,0.7806258,0.8449542
2.3404908180236816,0.36355576,0.3128828,0.6438075,0.35440046,0.32090017,0.65895593,0.35313272,0.30544358,0.70525044,0.3703475,0.3309826,0.77222663,0.36801285,0.2966762,0.8555418,0.44036508,0.351207,0.9159207,0.4419983,0.27348116,0.8925543,0.43006298,0.3952101,0.5908541,0.4295537,0.22381747,0.7804111,0.41806686,0.43994948,0.80570406,0.42041886,0.18442585,0.83730125,0.6125303,0.3308495,0.9386675,0.61240786,0.2872544,0.96218294,0.745156,0.34262824,0.8462582,0.7408754,0.2720515,0.92495024,0.86055315,0.35008636,0.8838214,0.8569329,0.25971222,0.9149247,0.3638887,0.83497334,0.72936857,0.35391352,0.84380656,0.6821994,0.35298944,0.8273513,0.7791633,0.37214702,0.8529498,0.8432829,0.37052184,0.8172283,0.87597615,0.43946895,0.87229216,0.93128616,0.4418971,0.79453015,0.9181993,0.42693788,0.91776365,0.56527925,0.4304665,0.7441846,0.71054524,0.41754016,0.96425354,0.69860613,0.41929838,0.70383304,0.89819044,0.6145253,0.853687,0.9507597,0.6155968,0.8086457,0.9775119,0.7508258,0.864654,0.86925364,0.74293995,0.79268867,0.9453118,0.8634702,0.8719907,0.8825904,0.8621539,0.7806303,0.84630066
2.457165241241455,0.36336038,0.31254873,0.62805766,0.35402855,0.32058367,0.66836166,0.35273683,0.3051945,0.7203465,0.36989877,0.3307393,0.79078466,0.3677135,0.2965974,0.85008174,0.44002718,0.35076702,0.9103364,0.44118917,0.27327716,0.8999152,0.4290226,0.3908585,0.59199,0.4291163,0.22371466,0.78027093,0.41774473,0.43967876,0.8213788,0.42053053,0.18437658,0.8348622,0.6127027,0.33081067,0.93949276,0.61258644,0.28726277,0.9615585,0.7461823,0.34335262,0.8659105,0.74064565,0.27212647,0.92418844,0.86072624,0.35002673,0.8909695,0.8569523,0.25968805,0.91649574,0.36314663,0.8345939,0.7627267,0.35381514,0.8430937,0.638912,0.35209724,0.82710475,0.8063536,0.37170467,0.8529008,0.85277134,0.37021798,0.8171882,0.8881107,0.439317,0.8722478,0.9304369,0.44200286,0.7948845,0.92059654,0.4272073,0.9183926,0.54715055,0.43096286,0.7466655,0.69542724,0.4167058,0.9642906,0.69465953,0.41953576,0.70409936,0.896782,0.61481094,0.85368264,0.9528938,0.6155758,0.80867785,0.9778996,0.7516603,0.86471075,0.8703877,0.7429085,0.792767,0.9428164,0.8635475,0.8720587,0.8893283,0.8622965,0.78054756,0.8315625
2.5808210372924805,0.36293566,0.3130644,0.63585514,0.35371703,0.32039925,0.6752695,0.35213703,0.3051377,0.7243502,0.37015066,0.33070964,0.7982556,0.36727518,0.2965281,0.8465416,0.44043636,0.35055387,0.91341084,0.44168445,0.2733226,0.89789695,0.42899585,0.39160052,0.602539,0.42932042,0.22367802,0.782481,0.41747355,0.44041824,0.83011156,0.42037964,0.18443851,0.836533,0.6126855,0.33083078,0.940217,0.6126642,0.28742433,0.9619588,0.7466935,0.3434262,0.871129,0.74068916,0.2721398,0.9251938,0.86069506,0.35004866,0.89809465,0.8569026,0.25970623,0.91423833,0.3624235,0.83446074,0.7909884,0.35301095,0.84292585,0.67375666,0.3516615,0.8268571,0.8162006,0.37110627,0.8529008,0.8613323,0.37088737,0.81713766,0.89060223,0.43954104,0.87229073,0.9335301,0.44182712,0.7948469,0.9216114,0.42781663,0.9149489,0.5609057,0.4307267,0.7462823,0.692912,0.41617557,0.9638285,0.72875494,0.41963744,0.70398563,0.89689064,0.6145284,0.8537591,0.9516478,0.61566067,0.80877465,0.978183,0.75167274,0.86471,0.87100565,0.74249023,0.7928357,0.9438341,0.8635354,0.8720385,0.891776,0.86224365,0.7805341,0.8344888
2.700488328933716,0.36291403,0.31305325,0.6370917,0.3538447,0.32046917,0.66975516,0.35216984,0.30511364,0.715948,0.37051564,0.330819,0.79118806,0.36740595,0.2965621,0.84707963,0.4403708,0.3507546,0.9177073,0.44070023,0.27332687,0.89895064,0.42861235,0.39226124,0.62913775,0.42937312,0.22404778,0.78316855,0.41629228,0.4414715,0.8480935,0.42059314,0.18435,0.8357151,0.6116166,0.33098593,0.9400904,0.6119646,0.28730664,0.964787,0.7452766,0.34338328,0.87199426,0.74132407,0.27214238,0.9281267,0.8606893,0.34999114,0.90169364,0.8569746,0.2596729,0.9129735,0.36212605,0.8343334,0.8063286,0.35295567,0.842954,0.6853503,0.3510335,0.82687724,0.8298125,0.37205622,0.8526974,0.84276557,0.3708552,0.8169082,0.89560485,0.43929553,0.8721053,0.93077296,0.4424693,0.7945418,0.9198234,0.42660043,0.9167555,0.56313586,0.42983478,0.7459884,0.6920669,0.4158845,0.9646353,0.76161426,0.41939995,0.7032974,0.90106905,0.615158,0.85366815,0.9536216,0.6161725,0.80867547,0.9797013,0.7520422,0.8647686,0.87151504,0.74278355,0.792755,0.9428635,0.86352587,0.8720116,0.89660305,0.86225027,0.7805147,0.83113366
2.8231470584869385,0.3625821,0.31291103,0.65620464,0.35359204,0.32036778,0.67745435,0.35190934,0.30494496,0.72954106,0.37052235,0.33086035,0.79612017,0.36721346,0.29637948,0.8442648,0.4389386,0.3511868,0.9123857,0.43942547,0.27301297,0.8940102,0.42731485,0.39366472,0.6329644,0.42949426,0.22419456,0.7751936,0.41535732,0.44162616,0.8627447,0.4205287,0.18409026,0.8431052,0.6111651,0.33107242,0.9439968,0.6115283,0.2873235,0.9663415,0.7448115,0.3433462,0.8676927,0.73994803,0.2722989,0.92848736,0.86061305,0.35002273,0.90236175,0.8568326,0.2597082,0.91193783,0.36224645,0.8343943,0.8073578,0.35291857,0.8429436,0.6875849,0.35095972,0.8268881,0.8387216,0.37161297,0.8526246,0.851869,0.3705953,0.8167831,0.90179574,0.43845588,0.8720398,0.92302066,0.44189414,0.79441327,0.91605854,0.4255124,0.91703665,0.5948624,0.42993888,0.7461576,0.6900072,0.41482747,0.96477747,0.82659566,0.41891715,0.70301217,0.91002786,0.61459285,0.8538108,0.95090353,0.6158037,0.8087061,0.97868156,0.7518711,0.8647605,0.871166,0.742841,0.79285324,0.9436194,0.8634814,0.87202275,0.8979608,0.86225414,0.78053325,0.82962364
2.9478001594543457,0.36263594,0.31272742,0.6591821,0.35465127,0.32106385,0.6566434,0.35229895,0.30531976,0.70344937,0.37299007,0.33101422,0.77947813,0.368237,0.29670247,0.87136,0.4383157,0.35161766,0.9178051,0.43817315,0.2729358,0.88331085,0.43059337,0.39547125,0.6170391,0.42943323,0.22556432,0.7013938,0.4155497,0.43986574,0.89480346,0.4190242,0.1852784,0.88514566,0.6081963,0.33178973,0.96339506,0.60842186,0.2869011,0.96670425,0.74617594,0.3429841,0.8503499,0.74172467,0.27217945,0.9460844,0.860235,0.35014763,0.88546705,0.8574277,0.25972995,0.917879,0.3628952,0.8342687,0.8072763,0.3537097,0.8428418,0.6867015,0.35168013,0.8267674,0.83781415,0.37271997,0.8522932,0.84708184,0.3707447,0.8167159,0.91007733,0.43789208,0.87212247,0.92678094,0.44088048,0.79265785,0.89949816,0.42661768,0.91443485,0.5299361,0.43159318,0.7463086,0.65545183,0.41480884,0.9628391,0.81807005,0.4170422,0.7036677,0.8843886,0.61076635,0.8535762,0.9492937,0.6106756,0.80796874,0.97962505,0.7490139,0.864875,0.860373,0.74236333,0.79302466,0.95765156,0.8630543,0.8717883,0.90111935,0.8623047,0.78046477,0.8519625
3.0654728412628174,0.3629324,0.3129645,0.66063446,0.35438737,0.32056233,0.65936905,0.35225174,0.30502862,0.7234818,0.37213168,0.3307536,0.79608715,0.36834615,0.29660368,0.8658627,0.4376323,0.35159716,0.9135121,0.43916476,0.27306136,0.89486516,0.42921823,0.39579928,0.62031084,0.42971608,0.22511737,0.7298697,0.41534317,0.44077602,0.8721302,0.41851598,0.18481429,0.86518383,0.60930157,0.33159047,0.95721215,0.61005086,0.28702196,0.9688872,0.74636376,0.3427632,0.8459839,0.7427634,0.27191055,0.9430624,0.860367,0.35027683,0.88870806,0.85811937,0.25959903,0.9154455,0.36287698,0.8342252,0.80305785,0.3534006,0.84272146,0.7143933,0.3516203,0.82664174,0.8343218,0.37193668,0.8523351,0.85452574,0.3709724,0.8167888,0.9076166,0.43787977,0.8724198,0.92577076,0.44163677,0.7943986,0.9113173,0.42635125,0.9168874,0.534452,0.43138248,0.7440768,0.7055147,0.41471565,0.9634892,0.8267922,0.41984245,0.70338887,0.8889952,0.61126006,0.8534347,0.945783,0.6113168,0.8080409,0.97887206,0.74975336,0.86482805,0.87146074,0.7416286,0.7929218,0.95692116,0.86291146,0.87169665,0.90057576,0.86271733,0.78050405,0.8293653
