t,0_y0,0_x0,0_s0,0_y1,0_x1,0_s1,0_y2,0_x2,0_s2,0_y3,0_x3,0_s3,0_y4,0_x4,0_s4,0_y5,0_x5,0_s5,0_y6,0_x6,0_s6,0_y7,0_x7,0_s7,0_y8,0_x8,0_s8,0_y9,0_x9,0_s9,0_y10,0_x10,0_s10,0_y11,0_x11,0_s11,0_y12,0_x12,0_s12,0_y13,0_x13,0_s13,0_y14,0_x14,0_s14,0_y15,0_x15,0_s15,0_y16,0_x16,0_s16,1_y0,1_x0,1_s0,1_y1,1_x1,1_s1,1_y2,1_x2,1_s2,1_y3,1_x3,1_s3,1_y4,1_x4,1_s4,1_y5,1_x5,1_s5,1_y6,1_x6,1_s6,1_y7,1_x7,1_s7,1_y8,1_x8,1_s8,1_y9,1_x9,1_s9,1_y10,1_x10,1_s10,1_y11,1_x11,1_s11,1_y12,1_x12,1_s12,1_y13,1_x13,1_s13,1_y14,1_x14,1_s14,1_y15,1_x15,1_s15,1_y16,1_x16,1_s16
0.6212711334228516,0.36415362,0.31265363,0.60582286,0.35385332,0.3201993,0.6713132,0.35552782,0.30514586,0.67169404,0.37047368,0.33021903,0.78758365,0.37094384,0.2967195,0.85157174,0.44173706,0.3506127,0.9201322,0.44487894,0.27518973,0.9060152,0.4293496,0.3967956,0.5853695,0.42870936,0.22379382,0.769199,0.41927147,0.4411737,0.7853905,0.41846606,0.18485515,0.8236462,0.61244464,0.33160776,0.94508,0.61345434,0.28801194,0.96484673,0.7478577,0.34367752,0.8773963,0.7425353,0.27238834,0.9402943,0.8610461,0.35014376,0.8978008,0.8573383,0.2597147,0.9121352,0.364762,0.83545935,0.74672717,0.3544469,0.8439814,0.66362476,0.3546749,0.82751745,0.70793146,0.37317765,0.85271007,0.8190926,0.3726316,0.81701577,0.86892736,0.4396795,0.87313855,0.937063,0.44150072,0.79451406,0.9135802,0.42775244,0.9175192,0.54229635,0.4309704,0.74447554,0.6713336,0.41974068,0.96330065,0.71804374,0.41906297,0.70499176,0.8664819,0.6131527,0.85410637,0.9478953,0.61459,0.80876684,0.97564673,0.75173706,0.8647739,0.85096806,0.74190927,0.793793,0.9345154,0.8630787,0.87179816,0.87878174,0.86216605,0.78050107,0.8425345
0.7828221321105957,0.36419964,0.31268308,0.60935616,0.3538588,0.32026652,0.67405313,0.35554647,0.30519724,0.67468196,0.3706535,0.3302523,0.78439146,0.37095517,0.29676518,0.8517289,0.4420447,0.35082826,0.92330265,0.44508195,0.27509686,0.90290695,0.42921418,0.3970047,0.58250177,0.42910457,0.2236584,0.7690428,0.41942942,0.44130427,0.78223217,0.418168,0.18481833,0.8303221,0.6122461,0.33152613,0.9433318,0.61329544,0.28798875,0.96667635,0.7486428,0.34364337,0.8741156,0.7424438,0.27245173,0.9364516,0.86098284,0.35021502,0.89721304,0.85733724,0.2597026,0.91131574,0.3647438,0.8354125,0.74691486,0.35445493,0.8438964,0.66939384,0.35464954,0.8274935,0.70938754,0.3730483,0.8527183,0.8189932,0.372405,0.81704444,0.87072706,0.43987918,0.87307423,0.9383866,0.441449,0.7944966,0.9129002,0.42792684,0.916873,0.5495571,0.4309883,0.74469185,0.6666319,0.41965503,0.9630491,0.7164843,0.418949,0.704902,0.87034166,0.6132075,0.8539967,0.94736373,0.6148219,0.80872345,0.97614,0.75151694,0.8647544,0.8566462,0.74190784,0.79351443,0.9373098,0.86296266,0.87195456,0.8834153,0.86226666,0.78053945,0.838721
0.898500919342041,0.3640619,0.31265578,0.61185825,0.35376102,0.32023492,0.6626203,0.35554904,0.30519828,0.67665225,0.3705461,0.33028325,0.7809594,0.37096632,0.29676062,0.85220784,0.44205844,0.35080808,0.92163944,0.44520077,0.27528343,0.90613425,0.4301741,0.3966584,0.58890855,0.42901915,0.22392456,0.7663506,0.41945505,0.44103047,0.81329983,0.4185087,0.18496047,0.8363059,0.61204284,0.33155632,0.94268155,0.6131634,0.28795275,0.96672183,0.7457981,0.34358594,0.8627815,0.7425735,0.27226707,0.9355462,0.86116946,0.3501731,0.89830613,0.85726017,0.25975564,0.9123075,0.36451492,0.83528274,0.7449705,0.3542286,0.84370756,0.67838466,0.3544721,0.8274603,0.71631354,0.3723883,0.85261023,0.8262417,0.37204802,0.81715626,0.86900747,0.4397908,0.8730473,0.9384384,0.44180834,0.794417,0.91401064,0.42836615,0.91719294,0.5561117,0.4313999,0.7469954,0.6763066,0.41894537,0.9632738,0.7209725,0.41909993,0.70507973,0.86925715,0.61321485,0.85388136,0.94789785,0.61440104,0.8087867,0.9746667,0.7509067,0.8647647,0.85711807,0.7413759,0.7933621,0.9417498,0.86278,0.8719906,0.8839017,0.86204004,0.78055376,0.83299226
1.0211598873138428,0.36412698,0.31263438,0.6029603,0.35383284,0.32022256,0.6637276,0.3555774,0.3052029,0.67876726,0.37059534,0.33024153,0.7777406,0.37095004,0.29677182,0.84935904,0.44179922,0.35093638,0.9216961,0.44452095,0.27499047,0.9016942,0.43009314,0.3968009,0.6075662,0.42896253,0.2236722,0.7683313,0.41945225,0.44128823,0.7927281,0.41883397,0.18432082,0.82946116,0.6119995,0.33171389,0.9407237,0.61312056,0.2879193,0.96593016,0.74698275,0.3433449,0.8605653,0.7431438,0.2722635,0.9352125,0.86114323,0.35011053,0.89280516,0.85734004,0.25968617,0.91316974,0.36434183,0.8353359,0.7373583,0.35413334,0.8437808,0.67297924,0.35419664,0.8274738,0.727225,0.3722636,0.8527242,0.8301163,0.3718958,0.8171692,0.8723914,0.43964574,0.87321407,0.9387915,0.440217,0.7941857,0.9026856,0.42795166,0.9184844,0.5485092,0.43064475,0.7482141,0.6692948,0.41882738,0.96420354,0.7237337,0.41888592,0.7053055,0.87541586,0.6133113,0.853829,0.94808805,0.6146942,0.8086838,0.9751485,0.751666,0.86477166,0.8603307,0.7419731,0.7933856,0.9382718,0.8629164,0.8719587,0.8850268,0.86199874,0.7806138,0.8500149
1.1328487396240234,0.36420673,0.3124946,0.57980716,0.3540221,0.32011458,0.6608614,0.35548687,0.30514917,0.68382937,0.37083393,0.33028147,0.7806144,0.3706401,0.29684612,0.85260284,0.4416934,0.35067937,0.9212996,0.44476527,0.27510554,0.90595084,0.43042994,0.39660984,0.6159326,0.4289485,0.22380541,0.7691418,0.41881025,0.44121352,0.7758417,0.41913518,0.18444164,0.8303245,0.612363,0.33167148,0.9429227,0.61355424,0.28803024,0.9639411,0.7477057,0.3433549,0.8639207,0.74282885,0.27228203,0.93635887,0.86114955,0.35014194,0.8997893,0.8571485,0.25976986,0.90877384,0.3644659,0.8353006,0.7382665,0.35430726,0.8437533,0.6673882,0.3541414,0.827487,0.73074293,0.37229118,0.85269946,0.83097625,0.37157273,0.81719285,0.872222,0.43941402,0.8732479,0.939364,0.44026563,0.79405594,0.90135306,0.4278149,0.9187918,0.55879337,0.43064886,0.7483136,0.6629115,0.41889235,0.9642913,0.7407148,0.41936308,0.7055629,0.8718074,0.61337495,0.85359776,0.9492468,0.6145849,0.80857956,0.9740411,0.7520913,0.8647441,0.8691675,0.74282753,0.7929862,0.9385414,0.86300266,0.8719636,0.8890346,0.8621541,0.7805807,0.8529795
1.2545106410980225,0.36441296,0.3125746,0.5880246,0.3541153,0.32031783,0.6538837,0.3553897,0.3052935,0.6794492,0.3709364,0.33040076,0.7798667,0.37030214,0.29684186,0.85692745,0.4411981,0.35082027,0.91946644,0.44426855,0.27495536,0.8999796,0.42956448,0.39738938,0.6331626,0.4286648,0.22383194,0.76922315,0.41871485,0.4413882,0.77307177,0.41930777,0.18452267,0.83465314,0.61234796,0.33162484,0.94244677,0.6135806,0.28805986,0.96403295,0.7471974,0.3432562,0.8576575,0.7422976,0.27240774,0.93526757,0.86128366,0.3501707,0.89920175,0.85751504,0.2596278,0.91288245,0.36426482,0.8354048,0.72605795,0.3542362,0.8438554,0.6623263,0.3538538,0.827548,0.74334174,0.37209773,0.8527283,0.8345829,0.37130916,0.81716156,0.87528986,0.4394351,0.87300414,0.9389996,0.43995667,0.79400337,0.900328,0.42809364,0.9178271,0.5671593,0.43059665,0.7475945,0.66603756,0.4185302,0.96414214,0.74823856,0.41956672,0.7053351,0.8661315,0.61381716,0.85360926,0.9512828,0.61500806,0.80862683,0.9757962,0.75205654,0.86475056,0.87577397,0.7436601,0.792772,0.9408277,0.862931,0.8719525,0.89099836,0.862347,0.7805486,0.8581281
1.3791637420654297,0.3646073,0.3127261,0.5972052,0.35414824,0.3205029,0.65749997,0.35554534,0.3053809,0.69363517,0.3705884,0.33047172,0.77925,0.37022504,0.29673088,0.8609176,0.44123417,0.350847,0.9214684,0.4418649,0.2733452,0.90129757,0.42918357,0.39774612,0.6444721,0.42796525,0.22347413,0.76787084,0.41852278,0.44193706,0.7630079,0.419034,0.18442543,0.8279677,0.61267495,0.33151984,0.9445051,0.6136613,0.2880299,0.96304125,0.7472404,0.34287763,0.85156435,0.7424535,0.27220342,0.9314428,0.86134064,0.3501349,0.8959149,0.8577148,0.25953677,0.9172383,0.36448678,0.8355158,0.72008663,0.35431248,0.84395504,0.65746135,0.35376784,0.8275976,0.7499841,0.3726877,0.8526192,0.8230132,0.37160295,0.8170869,0.87598735,0.4395272,0.8729372,0.9387202,0.4404138,0.7937264,0.8996266,0.427734,0.9188927,0.5584359,0.4306994,0.7470271,0.6699584,0.418319,0.96466666,0.73504835,0.4195667,0.7052995,0.8720206,0.6143768,0.85344887,0.9534014,0.6156987,0.8084464,0.9776826,0.75211596,0.8647572,0.8717476,0.74391615,0.7924965,0.9499171,0.8631166,0.87198,0.8868029,0.86260146,0.78048474,0.86085606
1.4988303184509277,0.3644787,0.31275108,0.60842687,0.35397702,0.32054916,0.64146125,0.35541254,0.30533683,0.6889897,0.37032592,0.33061585,0.77623636,0.3702932,0.29668945,0.86003727,0.44102067,0.35091725,0.9204888,0.4413353,0.27366075,0.89903796,0.43069133,0.39714074,0.6610809,0.42762154,0.22363785,0.7654034,0.41992956,0.44111443,0.7671309,0.4192314,0.18458435,0.8324307,0.61217535,0.3313373,0.93933535,0.6129247,0.2878575,0.9638699,0.747141,0.34303275,0.85408896,0.7393695,0.27222535,0.92432874,0.8612575,0.3501254,0.90019566,0.8571684,0.25967178,0.91402376,0.364137,0.8355681,0.72809243,0.35400248,0.8440551,0.64249045,0.35342312,0.82767564,0.7628732,0.3722402,0.8527282,0.8298728,0.37142563,0.8171325,0.87409145,0.44013095,0.87232846,0.93709177,0.44104454,0.7941471,0.90797937,0.42824,0.91683656,0.5484506,0.43042728,0.74776083,0.66004807,0.41785127,0.9649041,0.73405224,0.4172024,0.7057373,0.87058574,0.6144148,0.8532411,0.9539255,0.61549157,0.80840045,0.97687,0.75170636,0.8647491,0.8735095,0.74412435,0.79221344,0.9502337,0.8631743,0.872039,0.8879939,0.8626201,0.780438,0.85712177
1.619495153427124,0.36461902,0.3127799,0.6071644,0.35418984,0.32066217,0.65093905,0.3552804,0.30542344,0.66136676,0.37080717,0.33069754,0.7735235,0.37002897,0.2966073,0.86082304,0.44147584,0.35066104,0.9189448,0.4421562,0.2735295,0.90273094,0.43157947,0.39689577,0.6619642,0.42774957,0.2238899,0.75430787,0.4199205,0.44132707,0.7609363,0.4194456,0.18455528,0.8271732,0.61264336,0.33116883,0.9423931,0.6133088,0.2874783,0.9593857,0.74845713,0.34272155,0.8566571,0.73963755,0.27192757,0.921689,0.861315,0.35010752,0.89953446,0.8571125,0.2596616,0.916193,0.3640756,0.83553976,0.7321513,0.3539176,0.8440916,0.6343329,0.35316962,0.8276305,0.7663722,0.37177503,0.8529026,0.83944094,0.37093633,0.81706315,0.87973005,0.43988848,0.8721533,0.93165034,0.4404717,0.7941744,0.9062363,0.42844075,0.91663307,0.56159663,0.42990443,0.7468832,0.66756225,0.41768748,0.9647269,0.71481884,0.417229,0.7056052,0.8727621,0.61456215,0.85323375,0.9557617,0.6153935,0.80839586,0.9758455,0.7516439,0.86473256,0.8831771,0.7436352,0.79214853,0.9508291,0.863142,0.87207454,0.8949189,0.8623458,0.7805223,0.86037594
1.7391619682312012,0.3643914,0.31302166,0.62300575,0.35406384,0.32094786,0.6225633,0.35487527,0.30560163,0.65356165,0.37067664,0.33075,0.7695492,0.3695769,0.2966069,0.86239874,0.44233844,0.35026345,0.9160001,0.4423495,0.27349782,0.90254587,0.43225688,0.39616242,0.6536473,0.42779142,0.22386444,0.7602743,0.419434,0.44112983,0.7767454,0.41936633,0.18456738,0.82808185,0.61248964,0.33102527,0.94049245,0.61322117,0.28745085,0.95968,0.748436,0.3428019,0.857472,0.7401289,0.27189115,0.92355824,0.86129725,0.35008124,0.8969991,0.85719204,0.25965586,0.91515326,0.36405584,0.83554095,0.732409,0.35372627,0.8440696,0.6322154,0.3531906,0.8275901,0.76510316,0.37122783,0.8530647,0.8513147,0.37119067,0.817108,0.8799489,0.4397282,0.87224835,0.93349046,0.4402367,0.7942112,0.9059425,0.4275505,0.9160387,0.54463756,0.42943928,0.74725235,0.6722079,0.41857406,0.9646905,0.70225334,0.41966885,0.70530856,0.8767506,0.61429965,0.8530961,0.95528907,0.61509395,0.8082256,0.97377646,0.75178623,0.8647195,0.8849815,0.74378,0.7921056,0.9503725,0.8631722,0.8719773,0.8941609,0.862321,0.7805161,0.8556923
