t,0_y0,0_x0,0_s0,0_y1,0_x1,0_s1,0_y2,0_x2,0_s2,0_y3,0_x3,0_s3,0_y4,0_x4,0_s4,0_y5,0_x5,0_s5,0_y6,0_x6,0_s6,0_y7,0_x7,0_s7,0_y8,0_x8,0_s8,0_y9,0_x9,0_s9,0_y10,0_x10,0_s10,0_y11,0_x11,0_s11,0_y12,0_x12,0_s12,0_y13,0_x13,0_s13,0_y14,0_x14,0_s14,0_y15,0_x15,0_s15,0_y16,0_x16,0_s16,1_y0,1_x0,1_s0,1_y1,1_x1,1_s1,1_y2,1_x2,1_s2,1_y3,1_x3,1_s3,1_y4,1_x4,1_s4,1_y5,1_x5,1_s5,1_y6,1_x6,1_s6,1_y7,1_x7,1_s7,1_y8,1_x8,1_s8,1_y9,1_x9,1_s9,1_y10,1_x10,1_s10,1_y11,1_x11,1_s11,1_y12,1_x12,1_s12,1_y13,1_x13,1_s13,1_y14,1_x14,1_s14,1_y15,1_x15,1_s15,1_y16,1_x16,1_s16,2_y0,2_x0,2_s0,2_y1,2_x1,2_s1,2_y2,2_x2,2_s2,2_y3,2_x3,2_s3,2_y4,2_x4,2_s4,2_y5,2_x5,2_s5,2_y6,2_x6,2_s6,2_y7,2_x7,2_s7,2_y8,2_x8,2_s8,2_y9,2_x9,2_s9,2_y10,2_x10,2_s10,2_y11,2_x11,2_s11,2_y12,2_x12,2_s12,2_y13,2_x13,2_s13,2_y14,2_x14,2_s14,2_y15,2_x15,2_s15,2_y16,2_x16,2_s16
0.4787023067474365,0.48587817,0.20389596,0.65880376,0.48074877,0.20726123,0.5166273,0.48097384,0.20097256,0.4429222,0.48534405,0.21126643,0.56019163,0.48593408,0.1973819,0.78611386,0.51895213,0.22115429,0.81649464,0.51680887,0.18511795,0.85399795,0.551293,0.23781037,0.77741253,0.54494536,0.16676155,0.7485729,0.5855725,0.22447093,0.5872003,0.5810022,0.18226944,0.62356853,0.6037871,0.21356367,0.79213524,0.6015929,0.1925607,0.88687193,0.67139447,0.2187194,0.8527842,0.67239666,0.18550889,0.92020124,0.73121727,0.21964443,0.7283694,0.7307669,0.18039457,0.8123637,0.47841275,0.5525957,0.59505767,0.4724556,0.5557121,0.5324339,0.47209987,0.54935986,0.5510376,0.47741577,0.55893093,0.6360593,0.477113,0.54353577,0.66010636,0.5164361,0.568743,0.88045603,0.5144372,0.53002197,0.81447566,0.5488675,0.58736426,0.7964224,0.54560935,0.5097248,0.8832605,0.5701418,0.57519746,0.41245696,0.5783036,0.52780265,0.5979561,0.60555136,0.5609216,0.8360725,0.60725176,0.53668946,0.875613,0.6779658,0.56566954,0.87463546,0.6809599,0.5301048,0.8903104,0.74471253,0.5677175,0.86728525,0.74342823,0.5235557,0.82997507,0.48457608,0.864528,0.7296788,0.4800914,0.86840975,0.43870294,0.4789395,0.86171764,0.65240824,0.48602414,0.87262505,0.66358346,0.48558557,0.8581137,0.65436494,0.5174672,0.8825721,0.8078068,0.5181304,0.8450591,0.82201135,0.55054957,0.8986581,0.8796638,0.5454488,0.8291669,0.81779575,0.58511865,0.88512224,0.6268236,0.58241916,0.8435773,0.59223413,0.603106,0.8745077,0.7415949,0.60478926,0.85379153,0.83536786,0.6717729,0.8793414,0.8812971,0.6741402,0.84506476,0.9096113,0.73282504,0.8807816,0.70446116,0.72993815,0.84227604,0.68816614
0.6871366500854492,0.48612195,0.20401995,0.64654386,0.4808702,0.20733927,0.53239024,0.48116776,0.20101944,0.44744757,0.4853614,0.21136804,0.56704456,0.48612517,0.19736354,0.7829025,0.5190739,0.22136955,0.81094486,0.51662594,0.18507074,0.8555101,0.5517669,0.2379022,0.77003336,0.5450711,0.16679539,0.7434962,0.5856476,0.22415364,0.6080415,0.58112806,0.18246165,0.6339436,0.60436845,0.21371567,0.78559077,0.60208625,0.19263506,0.8766228,0.672399,0.21868579,0.86409265,0.6736671,0.18547632,0.91679186,0.731699,0.21966437,0.73771644,0.7310824,0.18051046,0.8122841,0.47802982,0.5522651,0.6076133,0.472293,0.5555021,0.48325312,0.4717701,0.54920465,0.5626867,0.47756672,0.55897707,0.63755506,0.4768998,0.54355913,0.66231674,0.5164779,0.569071,0.8895103,0.5144115,0.52992326,0.81842566,0.5491886,0.58722574,0.78957707,0.54535985,0.5099301,0.88271326,0.57700264,0.5737132,0.4226466,0.5783953,0.52743715,0.6220865,0.6050778,0.5609309,0.82942057,0.6062541,0.5367648,0.8721682,0.6780371,0.5654762,0.8778051,0.68076277,0.5303666,0.894133,0.74459445,0.56746334,0.8659311,0.7435689,0.523642,0.8217363,0.48459536,0.8645226,0.72817063,0.48009664,0.86842316,0.4429182,0.4789619,0.86166745,0.65358126,0.48604387,0.8727299,0.6548686,0.48568827,0.8581268,0.6545537,0.51755875,0.88267964,0.81780374,0.51810217,0.8452196,0.8258782,0.55031085,0.8987139,0.87930584,0.5448183,0.82903254,0.81918705,0.58513045,0.8852445,0.6204383,0.5820062,0.8434842,0.60483,0.60295784,0.87474936,0.73100287,0.6045295,0.8539141,0.8428772,0.67242855,0.87936634,0.88245827,0.6741359,0.8451169,0.9025579,0.73277897,0.8808652,0.7050113,0.7299201,0.8423192,0.6702445
0.8048176765441895,0.48613328,0.20404,0.6438622,0.48095292,0.20733757,0.53380406,0.48115978,0.20107809,0.4561255,0.48546463,0.21128713,0.5556944,0.48599407,0.19739217,0.7878545,0.51901627,0.22131543,0.8140507,0.51655436,0.18503742,0.85494405,0.55151284,0.23783444,0.7797598,0.5449047,0.16687584,0.75230485,0.5857097,0.22425857,0.59920174,0.58103925,0.18231514,0.64087415,0.60412794,0.21381433,0.7934873,0.6018597,0.19266883,0.8789853,0.6719982,0.21877718,0.8457243,0.67258066,0.18528521,0.9174991,0.7319572,0.21988629,0.73717475,0.73065996,0.1804797,0.824805,0.4781954,0.55227894,0.6042894,0.47234723,0.5555264,0.49776167,0.47194058,0.5491593,0.570282,0.47762677,0.55901617,0.63470316,0.4771827,0.5434569,0.66765577,0.51653874,0.5693045,0.8932471,0.51456547,0.5299582,0.810625,0.5492181,0.58725405,0.78928643,0.5454257,0.5099568,0.8919844,0.57698107,0.5736242,0.47327247,0.57889545,0.5273019,0.64957243,0.6046412,0.56101835,0.8171907,0.6061841,0.5367328,0.870792,0.6776762,0.56556195,0.865586,0.6809334,0.53046507,0.8867803,0.7446708,0.5676217,0.863698,0.7438423,0.5236122,0.8201163,0.4843758,0.86438316,0.722531,0.4792626,0.8677875,0.43486094,0.4788285,0.8615662,0.67063147,0.48592168,0.8726398,0.6656773,0.48567832,0.85810757,0.6551914,0.5174875,0.8826502,0.81181884,0.51817465,0.8451509,0.81827915,0.5503292,0.8987175,0.8773258,0.544894,0.829175,0.81042737,0.58525026,0.8851369,0.6212452,0.5824327,0.8435367,0.6061106,0.602643,0.8747668,0.7221867,0.60414124,0.85406524,0.8501703,0.6717284,0.8793039,0.88164455,0.6739148,0.84489375,0.9025778,0.7327473,0.88073033,0.710611,0.7316358,0.84272224,0.6645773
0.9105300903320312,0.48670718,0.20407501,0.62992764,0.48152456,0.20729756,0.5563739,0.48177075,0.2011164,0.46505716,0.4859475,0.21134312,0.5644349,0.48644793,0.19744375,0.7680114,0.51918024,0.22151609,0.8172741,0.5166614,0.18516174,0.8519901,0.5516978,0.2378718,0.77526367,0.5448322,0.16696255,0.74849355,0.5857825,0.22426577,0.6020961,0.5815279,0.18201415,0.6316969,0.6043209,0.2138615,0.7914347,0.6021131,0.19268863,0.87591416,0.67095196,0.21870604,0.84112,0.6720631,0.18525599,0.91473454,0.731626,0.219725,0.7397108,0.7305612,0.18050815,0.81751585,0.47785056,0.55251676,0.62522984,0.4718318,0.5557583,0.5197907,0.47149467,0.5493204,0.5328993,0.47714806,0.5590181,0.65430814,0.47708005,0.5433453,0.6836717,0.51643354,0.5689254,0.8817883,0.51453227,0.5300555,0.81265587,0.54870474,0.5870988,0.78527904,0.54603696,0.5098037,0.8879243,0.5766876,0.57356066,0.43694162,0.5788654,0.52736264,0.6242431,0.60478127,0.5609246,0.8210636,0.60663724,0.5367009,0.87736624,0.6780505,0.5657096,0.8666824,0.6803798,0.53064,0.88552284,0.7445871,0.56769603,0.85842454,0.743523,0.5236561,0.82800245,0.48439714,0.8645205,0.7197869,0.47933024,0.8679398,0.44357216,0.47890466,0.86169875,0.659417,0.48613498,0.87277645,0.65248513,0.48581052,0.8582964,0.66882867,0.5177654,0.88300383,0.81410974,0.51823926,0.8450689,0.809952,0.550948,0.89871407,0.86794806,0.5453073,0.8292576,0.8098856,0.5854225,0.88517505,0.6228418,0.58272874,0.843462,0.59160125,0.6033538,0.8747983,0.7412359,0.6048082,0.8539528,0.834173,0.6720605,0.8792679,0.8834717,0.67488164,0.84443825,0.89949346,0.73245,0.8808479,0.70996684,0.73004436,0.8422335,0.6925502
1.0152459144592285,0.48615062,0.20416217,0.6395539,0.48089084,0.20744915,0.53877187,0.4811921,0.20114706,0.4699525,0.4855011,0.2114549,0.58705103,0.48623908,0.1974562,0.77308005,0.519135,0.22140577,0.8178438,0.5167881,0.18509126,0.84927285,0.5514636,0.23796058,0.780514,0.5450737,0.16688873,0.7386792,0.5857434,0.22428624,0.5964924,0.58165115,0.18196553,0.6240937,0.6046183,0.21392539,0.7845453,0.6026762,0.19262332,0.87079453,0.6717087,0.21899243,0.8471757,0.6728598,0.18523774,0.91266316,0.73218906,0.21982598,0.7461878,0.7306162,0.18007809,0.7940176,0.47778577,0.5527189,0.6278502,0.47175127,0.5559455,0.55158037,0.47131488,0.5494963,0.5064387,0.47705954,0.55907124,0.65734726,0.47690973,0.5433992,0.6785866,0.5162539,0.5690028,0.8788377,0.5144707,0.53007275,0.8124607,0.54918057,0.5874373,0.77845055,0.5463913,0.5098163,0.88844925,0.5773027,0.57362145,0.45578682,0.5787678,0.5274626,0.57646805,0.6050977,0.5608193,0.8221517,0.60674447,0.5366963,0.87932944,0.67887086,0.5657967,0.87308216,0.68053025,0.53024507,0.8884309,0.7451787,0.56746024,0.8569692,0.7438278,0.5235864,0.82784253,0.48409998,0.8644168,0.7057141,0.47903222,0.86783856,0.4366305,0.478642,0.86162484,0.66468424,0.4860276,0.87283057,0.6458915,0.4857195,0.8583695,0.68026245,0.51761746,0.8829652,0.8216606,0.51807296,0.84526014,0.8233166,0.5506153,0.89863634,0.8752324,0.5448001,0.829241,0.81457543,0.58544916,0.8852021,0.627985,0.5826316,0.84325486,0.5846125,0.60340214,0.8747367,0.74042827,0.60442173,0.85442543,0.8311594,0.67259,0.8793556,0.88375425,0.67464626,0.844728,0.90003055,0.7326533,0.8808244,0.71055204,0.729866,0.8423691,0.68735397
1.1249480247497559,0.48615062,0.2041095,0.63410777,0.48091683,0.20740159,0.54520154,0.48121402,0.20110121,0.4669233,0.48555183,0.21145864,0.58277136,0.48625427,0.19745414,0.7696867,0.5192628,0.22143705,0.80324626,0.5168933,0.1852172,0.8452948,0.5519392,0.23793152,0.7735541,0.5450578,0.16687827,0.7434378,0.5853244,0.2244219,0.5956441,0.58111256,0.1818092,0.6215144,0.6044674,0.21379972,0.7863225,0.60232675,0.19254573,0.87724644,0.6711721,0.21873963,0.83535445,0.673021,0.18493691,0.91199267,0.7319672,0.21980035,0.76373494,0.73087686,0.179996,0.7954421,0.47790202,0.55269396,0.61661965,0.47187003,0.5559775,0.56902206,0.47131872,0.5495526,0.49599513,0.47713313,0.5590402,0.66089237,0.47681367,0.54341954,0.6780106,0.5163341,0.568997,0.87807614,0.5144308,0.5299498,0.815127,0.5489811,0.58716685,0.7783692,0.54597706,0.5098146,0.8871299,0.5778119,0.57377905,0.47246844,0.5785611,0.52714485,0.59064925,0.6053047,0.5605541,0.82552445,0.6068939,0.53650755,0.8845484,0.6787116,0.5657963,0.87146336,0.68170834,0.5297331,0.8988512,0.74518704,0.5676554,0.8492341,0.74351287,0.5234594,0.8225442,0.4838978,0.8644803,0.69916683,0.47894174,0.86791223,0.45030954,0.47845706,0.8617067,0.67768216,0.48606035,0.8727552,0.6508963,0.4855665,0.85839856,0.68445295,0.5176163,0.8828537,0.81862587,0.5180401,0.8451207,0.8226706,0.5506246,0.8986648,0.8674157,0.5449506,0.8292608,0.80882174,0.58553004,0.88516504,0.6336384,0.5823014,0.8437173,0.5944702,0.60330117,0.8747528,0.73937875,0.6046186,0.8540395,0.8393865,0.6727981,0.87933695,0.8789633,0.6751956,0.8446495,0.9002553,0.7329259,0.8809835,0.7002367,0.7297396,0.84227467,0.6725314
1.2336535453796387,0.48576197,0.20412233,0.6439584,0.480502,0.207449,0.52733815,0.48086986,0.20106697,0.4705767,0.48530477,0.2114896,0.595243,0.48618302,0.19750421,0.776144,0.5192136,0.22150016,0.8105864,0.5168546,0.18535744,0.83656055,0.55203176,0.23788185,0.7778218,0.5450583,0.16697301,0.73932105,0.58580816,0.22423768,0.6047718,0.58162,0.18186639,0.6254281,0.60488284,0.21375954,0.7768615,0.60258424,0.19255482,0.87466997,0.6719804,0.21861176,0.83493024,0.6729084,0.18519384,0.9149029,0.7320692,0.21973813,0.7575145,0.73090243,0.17992,0.7821701,0.47782037,0.5526449,0.6155657,0.47196588,0.5558983,0.55272084,0.4712695,0.54960316,0.47285965,0.47722143,0.5589496,0.66023874,0.47658402,0.54358125,0.66593134,0.51641333,0.5689739,0.87658095,0.51423585,0.5302309,0.8052484,0.549475,0.58722246,0.7735777,0.54608655,0.5098836,0.88705266,0.5785602,0.57354987,0.53102165,0.57910067,0.52735764,0.5880196,0.6049586,0.56067985,0.8230211,0.6064945,0.5368269,0.87078196,0.6784005,0.56577176,0.8674913,0.68156564,0.52978605,0.8971825,0.7453282,0.56763977,0.84868276,0.74350536,0.5233917,0.8229884,0.484124,0.86454725,0.70806694,0.47910094,0.86798936,0.437313,0.47869647,0.8617286,0.672839,0.4860426,0.8728532,0.6495724,0.48570246,0.8584952,0.69316894,0.5177568,0.8831593,0.83069116,0.5179758,0.8453371,0.83886224,0.55101824,0.8986886,0.8663806,0.5455522,0.8293053,0.8095622,0.5853022,0.88522863,0.61907077,0.58263505,0.84394515,0.59715664,0.60296714,0.8749852,0.72423023,0.60469675,0.85412407,0.8394274,0.671981,0.8792257,0.8785902,0.67452013,0.8446852,0.9051446,0.73269314,0.8808678,0.713091,0.72970235,0.8423301,0.6753159
1.3393669128417969,0.48589933,0.20410211,0.6376008,0.48067886,0.20746176,0.54954654,0.4809938,0.20108306,0.46206915,0.48541397,0.21153672,0.60310364,0.48615822,0.1974483,0.77757573,0.51932013,0.22149801,0.8000625,0.5171347,0.18507533,0.84994596,0.5518987,0.23787801,0.7779043,0.545824,0.1670576,0.75189865,0.5855159,0.2242829,0.5938825,0.5820924,0.18186723,0.60272014,0.6047988,0.21377619,0.77686596,0.60264266,0.1925072,0.8740629,0.672248,0.21864374,0.84152013,0.67297184,0.18536037,0.9116638,0.7317629,0.21980408,0.737168,0.7305541,0.17977956,0.7925008,0.47709274,0.5526086,0.6521773,0.4713725,0.5559518,0.5515168,0.47051263,0.54961723,0.4708935,0.477,0.55915,0.6738609,0.4763916,0.543585,0.68058586,0.51669645,0.56911254,0.87757736,0.51414025,0.53017455,0.812166,0.55033505,0.5873381,0.7763099,0.5460846,0.5100306,0.8934172,0.5802599,0.573517,0.5903126,0.5797707,0.52716625,0.590057,0.60518855,0.56072634,0.8293069,0.60688585,0.53686714,0.8753382,0.67896163,0.5659281,0.8702025,0.68256676,0.5297091,0.89689404,0.7453451,0.5674934,0.8470774,0.7443509,0.52349067,0.8348852,0.48440373,0.8647215,0.726025,0.47936994,0.8681095,0.4544464,0.47882837,0.8618764,0.6550435,0.4861853,0.8728343,0.647456,0.48557055,0.8584868,0.6958619,0.51776755,0.8830978,0.8272134,0.5179634,0.8452517,0.83953875,0.55135393,0.8987326,0.86856264,0.5450719,0.8292441,0.8137143,0.5857441,0.88516885,0.63575006,0.58196926,0.84392864,0.59452677,0.6032389,0.8748639,0.7340025,0.6046864,0.8540661,0.83973527,0.6725955,0.8793959,0.8845771,0.67433345,0.8447296,0.9075433,0.73271936,0.88071835,0.7175044,0.72953457,0.8424903,0.6769467
1.4460768699645996,0.48572645,0.20406537,0.64964753,0.48053727,0.20741616,0.531644,0.48081762,0.20104848,0.45808604,0.48532665,0.21148232,0.6016308,0.48608813,0.19747162,0.782036,0.5192363,0.22142147,0.80459774,0.5169319,0.18515377,0.8460544,0.55158985,0.23786621,0.7692266,0.54545546,0.16706608,0.75381327,0.58526886,0.22432521,0.59663427,0.5813985,0.18194406,0.6285919,0.6045621,0.21382251,0.78663325,0.60254186,0.19257294,0.87400466,0.67159307,0.2186117,0.8395918,0.67241186,0.1853238,0.91260666,0.7315793,0.21979623,0.7444785,0.73083735,0.1798221,0.7721922,0.47751212,0.55240285,0.63891757,0.47156486,0.55577916,0.53762156,0.47091016,0.54945487,0.5021204,0.47707194,0.55924124,0.66545343,0.4766103,0.5435733,0.6729843,0.5170028,0.56941444,0.8765886,0.5142903,0.53022075,0.8092364,0.5509995,0.5874707,0.7755829,0.54626817,0.50999576,0.89922756,0.58224136,0.57362354,0.6072737,0.5798898,0.52732694,0.5854428,0.60541713,0.5606568,0.83172745,0.6071306,0.536691,0.88506514,0.6790664,0.56590706,0.86243474,0.68247426,0.52950567,0.9025563,0.74557567,0.5676246,0.8424539,0.74410176,0.52362543,0.83136857,0.48432738,0.8646542,0.71769005,0.47926864,0.86805624,0.4464293,0.47878802,0.8618316,0.6555974,0.48612675,0.87282574,0.6499737,0.4855317,0.85852623,0.70305717,0.51750755,0.88286984,0.83523107,0.51789105,0.8453416,0.8483391,0.5506265,0.89872533,0.8711503,0.5451408,0.8292101,0.8146976,0.58486223,0.88526744,0.6178418,0.5820303,0.8439679,0.6047199,0.60274494,0.87474024,0.73094845,0.6043075,0.8540372,0.8490812,0.6714618,0.87921125,0.8837902,0.67371213,0.8448106,0.9086919,0.7319728,0.8808307,0.70883566,0.7296349,0.84247696,0.68306035
1.5537850856781006,0.48586422,0.20402002,0.6516378,0.48066264,0.20737946,0.53712606,0.4809651,0.2010273,0.45227072,0.48541194,0.2115324,0.60384476,0.4862257,0.19749407,0.77709097,0.5192621,0.22141933,0.7950691,0.5170004,0.18509339,0.8510484,0.552081,0.23780791,0.77072585,0.54578125,0.1670395,0.7567332,0.5857195,0.22418673,0.60018533,0.5813276,0.18194138,0.61661655,0.60452116,0.21369472,0.78262025,0.6023872,0.192496,0.87785304,0.6715426,0.21857464,0.8367948,0.6725198,0.1853287,0.91399443,0.7317723,0.2196263,0.7429657,0.7307562,0.17977117,0.7736063,0.47731817,0.5523977,0.65170276,0.4713291,0.5558372,0.5171886,0.47066665,0.5494106,0.5089987,0.4769562,0.5592694,0.6699133,0.47660848,0.5434038,0.68186104,0.51702297,0.5694437,0.8720591,0.5144195,0.5300197,0.81795174,0.55197346,0.58761704,0.78864074,0.5460808,0.50994384,0.89440596,0.5828947,0.5734833,0.63633317,0.5796257,0.527242,0.5989255,0.6056801,0.5601701,0.83412987,0.60704947,0.53653497,0.8890792,0.67898434,0.5655244,0.8558683,0.6819589,0.529694,0.90135705,0.74455374,0.5676517,0.8387964,0.7441086,0.5236801,0.8206963,0.48390895,0.86457914,0.7027912,0.4788792,0.86802596,0.4568471,0.47842878,0.86177695,0.67724365,0.48596275,0.8728053,0.6575124,0.48529887,0.85853463,0.7083094,0.5175366,0.8828327,0.8253597,0.5178892,0.84521896,0.84007704,0.550482,0.8986231,0.8753326,0.5449531,0.8291945,0.80923057,0.5852163,0.8852233,0.61083114,0.5823524,0.84398603,0.5941529,0.60251385,0.874731,0.72339076,0.6038972,0.8540803,0.8590142,0.6714527,0.87931126,0.88370264,0.67344046,0.8450023,0.9049731,0.7325191,0.88088036,0.7142593,0.7295656,0.84255356,0.67874736
