1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11
0.01359900422622561,0.21062019347083233,0.009712381466672755,0.16175233355976593,0.16778896109841046,0.03550159317340944,0.029659972309287963,0.09821833737743002,0.02346637219646443,0.029445875823385852,0.010954796307864726,0.02320779230880104,0.007312415032532572,0.05727635987133691,0.1294101582650805,0.18301289453856615,0.06712999406587396,0.05255745017676985,0.03949628107880288,0.03382359808033415,0.006802723848868588,0.04417315584670317,0.016391257149063518,0.09590452770673738,0.07469335259099255,0.04830322427004487,0.010874992788083388,0.13473621078191983,0.12952771260795926,0.057854280202574264,0.045902866175499955,0.05351795898695669,0.001338511392033868,0.042698174706458966,0.0410804936227524,0.05952519065068291
0.011900152253687391,0.18859893073057585,0.01730103563861379,0.15979741911875472,0.1715006298597966,0.03531676454489042,0.022407302438938077,0.11690904745035398,0.024747652226257275,0.030563674747952036,0.011003269716103839,0.020938571931349587,0.02168675170134798,0.03629411043276328,0.13835248998961225,0.18158074627794712,0.06524415619285914,0.04558124748101717,0.035225451405443226,0.05358600716470443,0.016163662975904387,0.04490526015983911,0.016539721903379642,0.09358169427400362,0.07432692036479573,0.025177919768956874,0.039374706547063876,0.13315050884745536,0.1328172850348943,0.05810571544914796,0.03858582953084486,0.07044460277875715,0.00042474836994953413,0.04357597653551454,0.04116391644178242,0.0571312122630933
0.0015324968848263124,0.18883004126211306,0.0020391972018797173,0.1597153793644724,0.18291820544713433,0.03423685726312239,0.025597847532237664,0.11248781463643223,0.022857515880516256,0.03150258294989374,0.009738567105536828,0.018438110540101724,0.007896354957412572,0.042450965829612906,0.14439538957316458,0.17057579965889144,0.055743315233122336,0.05332680882617653,0.03666854778429262,0.027554627894838,0.0056044243595273786,0.04836747779625188,0.013061549202056998,0.09136224623777645,0.08518742455627791,0.023847204254320027,0.028783186815910605,0.1343007232745869,0.1377571961745355,0.05851549667549003,0.0399454339431714,0.07035403594796924,0.0027377307779982607,0.04372680081713686,0.04184077662613834,0.05576447820608835
0.010926326395023691,0.19525734242039733,0.012324308119087718,0.14672198576047046,0.18555367532951272,0.03155168522846721,0.024499790181209964,0.09987282813767348,0.024457403372002823,0.027124039734847075,0.009211653972962879,0.01603250331359613,0.003202012805682628,0.03806750454502922,0.14952966397512887,0.17473771966151216,0.052618237556131736,0.04505045275822385,0.03707939771325042,0.08456810562455344,0.012834144901321442,0.048049561745077844,0.005583535951102993,0.08725927665392734,0.07145122151793379,0.04150956392211259,0.03607290335433905,0.11520933643682672,0.14444171562847571,0.0560566708151474,0.03835333881811027,0.05182512330508862,0.0010971650453649744,0.040920163325383944,0.038319679407748095,0.05626057149952574
0.03516835678304633,0.1850192465544133,0.028377994096722346,0.12162736499075652,0.20761839882715494,0.031176152768461366,0.026979284539808704,0.09556028298348765,0.025424046203963324,0.02716793416536021,0.007800606710308997,0.018413594990762165,0.008470686251171955,0.030995910679627797,0.13928003090739263,0.17293548641631132,0.02844888852163733,0.04255139045821862,0.04055184076618187,0.09586197467040232,0.01590618473039917,0.04898894547028827,0.0051349359978615765,0.0851784374431302,0.07009620923687244,0.03322661996032933,0.011191412033530138,0.10554869534184995,0.16506936107378087,0.0533238656436159,0.04238767434106611,0.05368074561852584,0.0031514559944835546,0.04280342999247505,0.03915146689120313,0.054350594970666716
0.04506898777196896,0.19636129010493927,0.03641667340033509,0.101149522087551,0.22110971438427773,0.02920378231437329,0.027728028805851363,0.0811454319203212,0.02248111569991803,0.02497829786977388,0.008871995107035508,0.020240934747165915,0.005909344616954239,0.027919565364063908,0.13693329412266453,0.16862820582487695,0.014826481461613056,0.043300594030983325,0.04290615686340104,0.1073363136300785,0.017007925860830955,0.04872885907930759,0.008138411402998522,0.0836503788710268,0.06610842799536815,0.025913258010704123,0.01984031317200073,0.08498699598342983,0.15216664649122846,0.05307400178184292,0.041904030434317785,0.04681279279859233,0.004192737063986157,0.040616861815139224,0.03838845838894922,0.055769846785992026
0.020919177397691283,0.16986765830909425,0.00411612713222917,0.12434825446689017,0.23710296687431254,0.03070335527289884,0.0310668391192835,0.08630630085826241,0.023181495890468348,0.025198319265601628,0.015062665595778874,0.021196033613315336,0.002127887797267078,0.00033365046713885706,0.16533013892097703,0.19484084846922037,0.0019300954277529656,0.048465765325854816,0.03956397662901587,0.16418138678594604,0.0007920849376470234,0.05164830587237699,0.0006979559048028863,0.08061788218013242,0.07686549651833903,0.011350620057960501,0.02403518781576717,0.10771058620566468,0.15768426020075843,0.05576004750031101,0.04159163571423262,0.055943854041448526,0.0019821490101019057,0.04278274894982206,0.040628709290881804,0.05296682293061767
0.02788473300405809,0.1563016668477429,0.04945845684368617,0.12758177816781832,0.23554067844349644,0.029913445200365277,0.024094271290443017,0.10556673290082312,0.0034111537620298946,0.02608146761619463,0.03638671656783738,0.015952414032491233,0.023272408705679943,0.02390823383493181,0.1601980025829483,0.21598002808299643,0.010445180847038316,0.049976455966091994,0.04542418829516437,0.04870688310746722,0.004733421973770382,0.06967446576460028,0.005877070399428602,0.07216312631831252,0.09017733747782236,0.016266798661982693,0.024125038641814995,0.11303869278685469,0.16518129745123258,0.05409419940130154,0.037702080225741105,0.06948872439074934,0.0027365230958808725,0.04097790416889992,0.03878554385329164,0.05222934001897732
0.02265931350100906,0.1676533552535686,0.0621042597764575,0.12686425665397064,0.22409512675273818,0.0360444978492994,0.02868278894106671,0.12117731291100393,0.005711869305747428,0.030645292326788882,0.03025782259174526,0.013686859682297601,0.03230352376445125,0.016118999219033626,0.160989455832893,0.20926465049199583,0.01688593426333307,0.05519991192669948,0.048915893401092446,0.04892637590480627,0.007960349980580136,0.06658089505959804,0.005514043331687417,0.07880770617322888,0.09402418212810891,0.014328831858992773,0.037441034348130814,0.11497059476117678,0.15259651653654843,0.05660627478165278,0.03851066724169682,0.0845224504139114,0.0032275606641517926,0.045406928885780476,0.03512070684837204,0.043496439345448126
0.018369023382694544,0.15803978562499937,0.08019491892278252,0.12834569612675847,0.19239556796622312,0.03538043831002104,0.03287074722900374,0.10995330258730057,0.00023360608955000164,0.028353902256846735,0.03227014913646755,0.014679558949273076,0.014004763302530037,0.012338354272278272,0.20902620995868235,0.16989075495761202,0.039988722750146,0.056695423297680014,0.049998583448847535,0.056827636537047664,0.005139757289444985,0.06539159335852689,0.007943791436192612,0.07758574121320136,0.10026689639618712,0.02726821139742323,0.049565209818944155,0.11133442123918448,0.1193906759569152,0.057582118754384,0.04234732600679836,0.07942988819999461,0.0004738303639000588,0.044277360973394554,0.03322008344023776,0.04401934539422425
