0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.040780473278623525,0.011424986977553453,0.033889497483315795,0.025596730617539476,0.023579177493765324,0.06814274098424054,0.050661961669751954,0.002422016632335194,0.010996001206806091,0.07671939602203134,0.0032222669777912903,0.014528970844184688,0.006792959501996046,0.021977967969289403
0.03729244284069163,0.012996704082972155,0.03407601402576771,0.020236287592597865,0.01388830523628482,0.03603636925900491,0.04284300010433854,0.0009035039676047561,0.00844544321580742,0.07909203499772847,0.002868060380808887,0.014367951694986199,0.006240471806043868,0.022260453814412728
0.03420390494672001,0.016137762570865927,0.03512278978795602,0.017368191740861443,0.016055239298368492,0.03824751737385731,0.04164358108205707,0.0020375132863728767,0.009699880774826296,0.08110584265562702,0.0030218518687252145,0.01560120930300632,0.006301644651595419,0.02529486108893671
0.04330149849305317,0.014848222026138738,0.03292804277133621,0.025560418859480277,0.02102662276504108,0.033645949814019575,0.05072204160159907,0.002318914838228015,0.012051078582808425,0.07628978941723798,0.002402442695815556,0.019022631543587572,0.006074836029747547,0.026975048964777103
0.041742363132331005,0.017969576410137186,0.029891711384941472,0.023592422634708714,0.013757475776359352,0.03872230590403113,0.05545966890489803,0.002680512958278163,0.01141921942734677,0.0691757686868595,0.0031363116195358576,0.0174657413702166,0.005325535877243698,0.026233392085268495
0.04004575522084689,0.016766619606515515,0.030816803484802358,0.022453537062053747,0.018800309210461833,0.02600305674585464,0.04735037854744686,0.0021331247295167605,0.010851323282057864,0.07524036204858743,0.0030506401085931456,0.014402009753422622,0.004681693741250238,0.024037381472082214
0.04141209574182794,0.013492913130547672,0.03022936245315876,0.024344838077069494,0.021953657519483045,0.027089323035254336,0.052928421123416426,0.0016862937304260243,0.010512472892322733,0.08393623725911152,0.0041315729410726955,0.015038784767035884,0.004463187947339063,0.02551959675938667
0.04338176193730522,0.008767186925868883,0.031210219875163467,0.020552119824875478,0.014113599750246236,0.023958646503762494,0.03886610681731067,0.0018520418143791089,0.00987720325910007,0.07903709199061155,0.0026744152353014128,0.015223449689351817,0.002923936774194646,0.026172682579979418
0.03739893624009697,0.009484909040589169,0.03483963204020684,0.014167018603488951,0.0145491863969835,0.017930969807988476,0.03956123910664399,0.003352647249508426,0.010381421858868117,0.07746955402425064,0.002467453709761754,0.01371145852326896,0.0033366875920653924,0.023902783068891483
0.037694924419787196,0.011785412945950126,0.03336293768736914,0.011477694937569971,0.013730000991171267,0.023622734643330173,0.03991824423647663,0.004950470342387784,0.010929199727461966,0.07414896275416043,0.0027440952402090855,0.013905006710404686,0.006854032169680648,0.023882096596546498
